1	我看过许多勇敢的人，不怕措折地奋斗，这种精神值得我们学习。	我看过许多勇敢的人，不怕挫折地奋斗，这种精神值得我们学习。
0	最后的节目是去台北１０１。我们去那里的酒吧、跳舞地方。我有没有排得满满的！	最后的节目是去台北１０１。我们去那里的酒吧、跳舞地方。我有没有排得满满的！
1	因为我们下星期可以修假我们时间比较多，你想不想去动物园看「团团圆圆」那两只熊猫吗？听说他们很可爱。	因为我们下星期可以休假我们时间比较多，你想不想去动物园看「团团圆圆」那两只熊猫吗？听说他们很可爱。
1	欢迎你请多一点人来，人越多越好玩，还可以再做朋友。就不要忘了跟我说要再买多少门票，因为看熊猫需要早一点定。	欢迎你请多一点人来，人越多越好玩，还可以再做朋友。就不要忘了跟我说要再买多少门票，因为看熊猫需要早一点订。
1	情爱的王宜家	亲爱的王宜家
2	我很高兴我们终于决定了见面。我很紧张的等着我们当面机会，因为我们成了好的笔友、我有什么问题都回告诉你，你常常安慰我、给我好的建议，但是我还不知道你的样子。	我很高兴我们终于决定了见面。我很紧张地等着我们当面机会，因为我们成了好的笔友、我有什么问题都会告诉你，你常常安慰我、给我好的建议，但是我还不知道你的样子。
4	我们可以在台北车站捷运站的第三个出口见面，应为这个地方里妳住的旅馆很紧，这样子你不必座车为了到我们的见面地，我知道你不了解台北交通的情况。	我们可以在台北车站捷运站的第三个出口见面，因为这个地方离妳住的旅馆很近，这样子你不必坐车为了到我们的见面地，我知道你不了解台北交通的情况。
1	你的朋友利希平。	你的朋友李希平。
2	我以前很喜欢打棒球，每个礼拜跟我爸爸完球。有一些次她当我的棒球队的教练。	我以前很喜欢打棒球，每个礼拜跟我爸爸玩球。有一些次他当我的棒球队的教练。
2	我以前在台湾教小朋友英文。有的小朋友注我叫他们甚么，有的不转心。有一个小朋友，他很聪明，可是不转心。	我以前在台湾教小朋友英文。有的小朋友注我叫他们甚么，有的不专心。有一个小朋友，他很聪明，可是不专心。
1	他一直叫一直投自记的鞋子。我没办法让他注意。	他一直叫一直投自己的鞋子。我没办法让他注意。
1	这个小朋友好像没有父母。她早上七点上课，下污点就来补习班学英文，然后下午六点到晚上十点半到别的补习班。	这个小朋友好像没有父母。她早上七点上课，下五点就来补习班学英文，然后下午六点到晚上十点半到别的补习班。
1	他的父目甚么时候都工作，没有时间照顾孩子。	他的父母甚么时候都工作，没有时间照顾孩子。
4	先在我一看小朋友就知道他的父母喜布喜欢跟他花时间。父母跟孩子一起的事件对小孩子有很大的影响。	现在我一看小朋友就知道他的父母喜不喜欢跟他花时间。父母跟孩子一起的时间对小孩子有很大的影响。
1	我要告诉我爸爸我感谢她是我爸爸。他给我自信能做做挑战的事情。	我要告诉我爸爸我感谢他是我爸爸。他给我自信能做做挑战的事情。
1	认识他以前，我的傍边的人大部分都是日本人了。所以那时候我每天使用日文，当然我的中文没有进步。	认识他以前，我的旁边的人大部分都是日本人了。所以那时候我每天使用日文，当然我的中文没有进步。
1	国家，文化都不一样的我们，可能有时候分手。可是我不要忘记现在他不在的话每办法台湾的生活的实际。谢谢。	国家，文化都不一样的我们，可能有时候分手。可是我不要忘记现在他不在的话没办法台湾的生活的实际。谢谢。
3	有的时候他们对我劳叨得不得了、再说太照顾我。我有的时候受不了。可是他们为了我太唠叨。所以我得忍得住他们的劳叨。就是一种对父母感谢得感情。	有的时候他们对我唠叨得不得了、再说太照顾我。我有的时候受不了。可是他们为了我太唠叨。所以我得忍得住他们的唠叨。就是一种对父母感谢的感情。
1	可是我最近才发现了，我以为从小一直什么都自己做的，可是我不知不觉父母一直帮助我。我发现这个事情时觉得父母是真励害。	可是我最近才发现了，我以为从小一直什么都自己做的，可是我不知不觉父母一直帮助我。我发现这个事情时觉得父母是真厉害。
1	陈先生知道我不会游泳所以就马上帮助我！幸亏他帮助我，否则的话我就会死掉了！我一直谢谢他，他就说是「那里，是应该的，我们孩子算是都有两双父母！」	陈先生知道我不会游泳所以就马上帮助我！幸亏他帮助我，否则的话我就会死掉了！我一直谢谢他，他就说是「哪里，是应该的，我们孩子算是都有两双父母！」
1	发现了他们总是为我努力，而且非常地照顾我，在加上一直鼓励我。到现在，我换了两次专业。可是他们总是给我加油，也只说：「你想做什么就做什么，我们一辈子给你加油」。	发现了他们总是为我努力，而且非常地照顾我，再加上一直鼓励我。到现在，我换了两次专业。可是他们总是给我加油，也只说：「你想做什么就做什么，我们一辈子给你加油」。
1	我想跟我的妈妈说谢谢。如果没有她，现在的我就没存在。我今年要开始工作，所以以后能由自己赚的钱来带她去洗温泉。因为她很喜欢泡温泉。	我想跟我的妈妈说谢谢。如果没有她，现在的我就没存在。我今年要开始工作，所以以后能用自己赚的钱来带她去洗温泉。因为她很喜欢泡温泉。
1	一开始学中文，我觉得自己变成越了越精神。三个月以后我不怕了台湾人、半年以后去买东西也开心了。	一开始学中文，我觉得自己变成越来越精神。三个月以后我不怕了台湾人、半年以后去买东西也开心了。
1	当然有很多朋友，台湾朋友也有，我在这里的生活一经习惯了。	当然有很多朋友，台湾朋友也有，我在这里的生活已经习惯了。
1	我初中，高中的时候，儿子。因为，那个时候做过很多怀事。所以，我的心理也不太好，那个时候真的不喜欢父母，而且不想感谢。	我初中，高中的时候，儿子。因为，那个时候做过很多坏事。所以，我的心理也不太好，那个时候真的不喜欢父母，而且不想感谢。
1	我的父母每天来医院，我的心理越来越感谢！那个时候我爸爸说：「你是我的儿子，小时候每个人都做过坏事，所以没关系！我们喜欢你，从现在开始加油！」这件话以后对父母越来越感谢。	我的父母每天来医院，我的心里越来越感谢！那个时候我爸爸说：「你是我的儿子，小时候每个人都做过坏事，所以没关系！我们喜欢你，从现在开始加油！」这件话以后对父母越来越感谢。
1	那时候，我是一个随行的人了，当然并没有理想了。我总是跟朋友一起玩。	那时候，我是一个随性的人了，当然并没有理想了。我总是跟朋友一起玩。
1	因为我室友回国的关系，从去年十月起我自己一个人住。搬家的那天，我在公车站带着很多行李等车。那时候我的心理不但很孤单而且很担心。	因为我室友回国的关系，从去年十月起我自己一个人住。搬家的那天，我在公车站带着很多行李等车。那时候我的心里不但很孤单而且很担心。
1	那个时候，我们家里的事情不太好，而且我妈生很严重的病了。更不好的事情是我一定得准备高中的联考的。在韩国一般的高中不必考是，不过因为我想要去的学校算是很特别，考上才念学校。	那个时候，我们家里的事情不太好，而且我妈生很严重的病了。更不好的事情是我一定得准备高中的联考的。在韩国一般的高中不必考试，不过因为我想要去的学校算是很特别，考上才念学校。
3	我们那时候很穷使得我们住在一家中国餐厅的厨房理。虽然我们没钱，买不起好东西，但是我妈妈都会想办法然我的日子过的快乐一点。	我们那时候很穷使得我们住在一家中国餐厅的厨房里。虽然我们没钱，买不起好东西，但是我妈妈都会想办法让我的日子过得快乐一点。
2	我那时候还很小，还不懂事，所以我就高高兴兴的住在厨房里，没办法了解我妈妈真的受了都少苦。	我那时候还很小，还不懂事，所以我就高高兴兴得住在厨房里，没办法了解我妈妈真的受了不少苦。
2	我妈妈存了一点儿钱以后，他开了一家房地产公司。他很努力的找新客人和用功的职员，常常半夜才回家。几年后，他的公司发展了很快。以及美国的岁尊来说，他变成很成功的一个女人。	我妈妈存了一点儿钱以后，他开了一家房地产公司。他很努力的找新客人和用功的职员，常常半夜才回家。几年后，他的公司发展了很快。以及美国的水准来说，他变成很成功的一个女人。
5	他真么辛苦的开公司是为我好。他赚钱是然我去好学校，穿好衣服，和吃营养的食物。他的目的是然我的生活比她小时后的生活好。	他这么辛苦地开公司是为我好。他赚钱是让我去好学校，穿好衣服，和吃营养的食物。他的目的是让我的生活比她小时候的生活好。
1	过来这几年，我常带他去高级餐厅吃美食，和带他去旅行都会定五星级的大饭店。现在也都是我送红包给她。对我来说，这些都是小事，可是这是我对我妈感谢的方法。	过来这几年，我常带他去高级餐厅吃美食，和带他去旅行都会订五星级的大饭店。现在也都是我送红包给她。对我来说，这些都是小事，可是这是我对我妈感谢的方法。
1	我要感谢的人太多了，都使我命过的很好，都是因为我的家庭的的人常帮助我。	我要感谢的人太多了，都使我命过地很好，都是因为我的家庭的的人常帮助我。
1	听说我们家庭没有我的时候，姐姐就说她的愿望就是要一个妹妹。弟弟或小狗也可以，但是他真的要的是一个小妹妹（我觉得她是以为妹妹比较像个小娃娃一样）。	听说我们家庭没有我的时候，姐姐就说她的愿望就是要一个妹妹。弟弟或小狗也可以，但是她真的要的是一个小妹妹（我觉得她是以为妹妹比较像个小娃娃一样）。
3	她使我接住了很多机会，我想做什么他也很同情我。我想做艺术家，姊姊很自此我，甚至也帮我去找好的艺术学校！	她使我接住了很多机会，我想做什么她也很同情我。我想做艺术家，姊姊很支持我，甚至也帮我去找好的艺术学校！
3	我伤心的时候他会安慰我，跟爸妈吵架的时候只有他最知道为什么我生气。我不懂东西的时候都事先问她。我高兴的时候他的跟着我高兴！	我伤心的时候她会安慰我，跟爸妈吵架的时候只有她最知道为什么我生气。我不懂东西的时候都事先问她。我高兴的时候她的跟着我高兴！
2	当然我们也会吵架，但是他做的都是为我好。这世界上没有别人比她懂我的个性。好坏她都知道，但是他还是最爱我的人。	当然我们也会吵架，但是她做的都是为我好。这世界上没有别人比她懂我的个性。好坏她都知道，但是她还是最爱我的人。
3	我没有很常跟他说谢谢，（只有生日或圣诞节有跟她说），但是我现在的人都是她捏出来的。我想跟她说我多么感谢他，她的爱是无形的，但是对我的生活很有音响。	我没有很常跟她说谢谢，（只有生日或圣诞节有跟她说），但是我现在的人都是她捏出来的。我想跟她说我多么感谢她，她的爱是无形的，但是对我的生活很有影响。
1	从小时候到大学毕业一定要花很多钱，学费阿，零用钱啊，等等，很多说不完。	从小时候到大学毕业一定要花很多钱，学费啊，零用钱啊，等等，很多说不完。
1	我做错事的时候就是她教我。虽然我常常让她声我的气，她还爱我。她总是鼓励我做很多事，因为她帮助我，所以我有今天。	我做错事的时候就是她教我。虽然我常常让她生我的气，她还爱我。她总是鼓励我做很多事，因为她帮助我，所以我有今天。
1	最感谢的人是太太，有一个太太不管她或是我有心理的压力还是感冒的话。我们帮别人的忙。每天想对他说我爱你。应为是世界最好的妈妈和太太	最感谢的人是太太，有一个太太不管她或是我有心理的压力还是感冒的话。我们帮别人的忙。每天想对他说我爱你。因为是世界最好的妈妈和太太
1	三年以前她带我和孩子们搬到非洲，是应为她有计画在非洲南部做房子开小学。	三年以前她带我和孩子们搬到非洲，是因为她有计画在非洲南部做房子开小学。
1	她真的是很大方也很认真，虽然她帮很多人忙，她还有时间带孩子们长大了。我感谢特别她是应为心里很大方，她帮别的人的生活更好，如果世界上有多这一样的人，我们的世界就更好。	她真的是很大方也很认真，虽然她帮很多人忙，她还有时间带孩子们长大了。我感谢特别她是因为心里很大方，她帮别的人的生活更好，如果世界上有多这一样的人，我们的世界就更好。
1	在班上，我看的出你知道我教的东西和很喜欢这个课。只要你好好地回家念书，你考试会合格的！	在班上，我看得出你知道我教的东西和很喜欢这个课。只要你好好地回家念书，你考试会合格的！
1	我现在已经习惯台湾的生活，会说一点中文，所以我回国以前要赔他台湾。他喜欢亚洲的气氛，尤其是喜欢吃好吃的点心。	我现在已经习惯台湾的生活，会说一点中文，所以我回国以前要陪他台湾。他喜欢亚洲的气氛，尤其是喜欢吃好吃的点心。
1	因为我在大陆出差的时候，每次都觉得在中国工作上最重要是语学力。我们在大陆出差的时候，每次都跟会说日文的秘书一起。所以工作的速度太慢了，更何况不能跟其他的大陆人沟通。	因为我在大陆出差的时候，每次都觉得在中国工作上最重要是语言力。我们在大陆出差的时候，每次都跟会说日文的秘书一起。所以工作的速度太慢了，更何况不能跟其他的大陆人沟通。
1	这样情况下，哪里可以顺利的工作呢？所以我做了很多资料给老板，最后老板同意我的意见。	这样情况下，哪里可以顺利地工作呢？所以我做了很多资料给老板，最后老板同意我的意见。
1	我最感谢的人是我母亲。我全部的生活、他一定照顾我。甚么问题、甚么情形她总是都帮助我。	我最感谢的人是我母亲。我全部的生活、她一定照顾我。甚么问题、甚么情形她总是都帮助我。
1	有一个例子：我非常喜欢香水跟化妆品。因为我妈妈要让我高兴、她有时候买给我。有时候、我觉的他爱我太多。	有一个例子：我非常喜欢香水跟化妆品。因为我妈妈要让我高兴、她有时候买给我。有时候、我觉得他爱我太多。
1	学中文是我的爱好。她也知道我还年轻要会说流利的中文。其实我到台湾来因为我妈妈要我去。是她的注意。她也付我的学费。	学中文是我的爱好。她也知道我还年轻要会说流利的中文。其实我到台湾来因为我妈妈要我去。是她的主意。她也付我的学费。
1	她也学中文在美国！她连台湾语言交换朋友都有！她天天给我打电话跟我练习新生词、文法、发音、甚么的。他说中文的时候、可爱极了！	她也学中文在美国！她连台湾语言交换朋友都有！她天天给我打电话跟我练习新生词、文法、发音、甚么的。她说中文的时候、可爱极了！
2	他的个性也真的很好，没有人他看不起。他一点都没桥奥。他家的环境很好所以他常常请客，难怪每人都觉得他是最好的朋友。	他的个性也真的很好，没有人他看不起。他一点都没骄傲。他家的环境很好所以他常常请客，难怪每人都觉得他是最好的朋友。
2	他每一个运动都会，打篮球打得真棒！我跟他练习打篮球以后，我的颈部很大。	他每一个运动都会，打篮球打得真棒！我跟他练习打篮球以后，我的进步很大。
3	然后他也很喜欢出去玩。我们每个周末一起去夜店，一边跳舞一边追顾念	然后他也很喜欢出去玩。我们每个週末一起去夜店，一边跳舞一边追姑娘
1	我没认识你的话，留学的时候应该很不好，你让我真的高兴得留学了。你知道我们很久不见没关系，我们但然是好朋友。	我没认识你的话，留学的时候应该很不好，你让我真的高兴得留学了。你知道我们很久不见没关系，我们当然是好朋友。
1	头一次我来台湾是差不多一年六月以前，当时我没有朋友也不认识我心的环境。	头一次我来台湾是差不多一年六月以前，当时我没有朋友也不认识我新的环境。
1	现在他当我在台湾最重要的朋友，我想跟她说「你好」就好了。有时我们说「你好」的话，别的说法、字部用说。	现在他当我在台湾最重要的朋友，我想跟她说「你好」就好了。有时我们说「你好」的话，别的说法、字不用说。
1	我们的关系是一个特别的关系，一前有很正式可是快改变了。	我们的关系是一个特别的关系，以前有很正式可是快改变了。
1	她的态度好没说话；连她不认识的人，他也愿意帮。	她的态度好没说话；连她不认识的人，她也愿意帮。
1	上个星期我也请了她吃晚饭，不过到了付钱的时间她不愿意让我替她付。我们回了家以后，我发现了她在我的皮包里仍了钱。	上个星期我也请了她吃晚饭，不过到了付钱的时间她不愿意让我替她付。我们回了家以后，我发现了她在我的皮包里扔了钱。
2	这下次我得自己做饭给她吃。那时候她一定没办法知道我花了多少钱。我非准备特别的菜不可，像义大利面、法国菜、加拿大渔、美国牛排、什么的。	这下子我得自己做饭给她吃。那时候她一定没办法知道我花了多少钱。我非准备特别的菜不可，像义大利面、法国菜、加拿大鱼、美国牛排、什么的。
1	我对她很对不起因为我小时候做了不少坏事情，都是她从来告诉我不要做的事情，可是想了想以后，原来这些是不是真的坏事，这就是小孩子为了得到生活的经验常常做的。	我对她很对不起因为我小时候做了不少坏事情，都是她从来告诉我不要做的事情，可是想了想以后，原来这些事不是真的坏事，这就是小孩子为了得到生活的经验常常做的。
1	我妈妈的个性让我了解在生活最重要的是什么，可能是帮别人长大了。为了谢谢她，现在我式着给我最感谢的人当然是父母。	我妈妈的个性让我了解在生活最重要的是什么，可能是帮别人长大了。为了谢谢她，现在我试着给我最感谢的人当然是父母。
3	我最感谢的人是我一位高中朋友。他是我高一的同学。我们箱储的非常好。	我最感谢的人是我一位高中朋友。他是我高一的同学。我们相处地非常好。
5	他人十分清切，很合性。他的诗想跟我一点都不同。但是他最大的优点在他的心滫非常宽广。每当我遇到棍难的时候，我都会找他聊天，把我的心事都分想给他；之后，心情就比较轻松。	他人十分亲切，很合性。他的思想跟我一点都不同。但是他最大的优点在他的心胸非常宽广。每当我遇到困难的时候，我都会找他聊天，把我的心事都分享给他；之后，心情就比较轻松。
2	我最想跟她说：「谢谢！谢谢你帮助我那么多，跟我讲电话，讲到三根半夜。我实在非常感动。如果有问题我一定会一样比此帮助你的！！！」	我最想跟她说：「谢谢！谢谢你帮助我那么多，跟我讲电话，讲到三更半夜。我实在非常感动。如果有问题我一定会一样彼此帮助你的！！！」
1	回国以后我得好好儿的照顾她。现在这是我的责任。我真的想谢谢她。如果她没给我钱，可能我放弃学中文。	回国以后我得好好儿地照顾她。现在这是我的责任。我真的想谢谢她。如果她没给我钱，可能我放弃学中文。
2	奶奶给我机会，所以我不会失望她。拿到我的第一个亲水以后，我跟她在一起来台湾旅行。	奶奶给我机会，所以我不会失望她。拿到我的第一个薪水以后，我跟她再一起来台湾旅行。
1	为了给小孩生活必需的东西和比较好的机会，他们很辛苦地工作。当然他们也为了他们自己在工作中可以成功而那么辛苦的工作，但是他们第一个目的是为了家庭。	为了给小孩生活必需的东西和比较好的机会，他们很辛苦地工作。当然他们也为了他们自己在工作中可以成功而那么辛苦地工作，但是他们第一个目的是为了家庭。
2	我小时后，他们很仔细的找好的地区买房子跟好的学校送小孩去。我长大的地方很安全，小孩可以随时随地出去玩一玩，不必太担心什么危险的东西，所以我小时候过了很快乐的时光。我的学校也是很好的。	我小时候，他们很仔细地找好的地区买房子跟好的学校送小孩去。我长大的地方很安全，小孩可以随时随地出去玩一玩，不必太担心什么危险的东西，所以我小时候过了很快乐的时光。我的学校也是很好的。
2	我小时后，他们总是要跟我玩游戏、陪我读书、或交我东西等等。即使对他们来说是很无聊的事，但是我很有兴趣，他们还会陪我。	我小时候，他们总是要跟我玩游戏、陪我读书、或教我东西等等。即使对他们来说是很无聊的事，但是我很有兴趣，他们还会陪我。
2	我开始上学校的时候我真的不喜欢。在学校我没交朋友，而且我的同学们常常取笑我，每天早上我救母亲别让我去。连周末的时候我也觉得很紧张，因为我知道星期一快到了，可是我不要上课。	我开始上学校的时候我真的不喜欢。在学校我没交朋友，而且我的同学们常常取笑我，每天早上我求母亲别让我去。连週末的时候我也觉得很紧张，因为我知道星期一快到了，可是我不要上课。
1	我外婆一想到我变得不高，她让我跟她说以说，她告诉我她小的时候她的情况比我的比较难过，她三岁的时候她爸妈去世了，她也觉得很难过很孤单可是她想到了她得靠自己生活。	我外婆一想到我变得不高，她让我跟她说一说，她告诉我她小的时候她的情况比我的比较难过，她三岁的时候她爸妈去世了，她也觉得很难过很孤单可是她想到了她得靠自己生活。
1	另外一件事就是为了毕业写的那边文论，一般来说写文论很难，可是因为她推荐很好所以我写了一篇非常棒的文论。	另外一件事就是为了毕业写的那篇文论，一般来说写文论很难，可是因为她推荐很好所以我写了一篇非常棒的文论。
1	耶稣面临了两个选择，让人类永远的不到原谅而自己死，或是自己面对悲惨的死亡，而让人类脱身所有的罪。结果他死了，于是我们才被赠送生活。	耶稣面临了两个选择，让人类永远得不到原谅而自己死，或是自己面对悲惨的死亡，而让人类脱身所有的罪。结果他死了，于是我们才被赠送生活。
1	我很感谢耶稣不只是因为他选择就我，而也是因为他两千年前在人类缺乏道德的黑暗时代中扮演了全历史上最勇敢，最关键的角色。	我很感谢耶稣不只是因为他选择救我，而也是因为他两千年前在人类缺乏道德的黑暗时代中扮演了全历史上最勇敢，最关键的角色。
2	我一生最感谢的人就是我自己的妈妈。因为重小到大都是她再照顾我，给我非常多的温暖和爱。	我一生最感谢的人就是我自己的妈妈。因为从小到大都是她在照顾我，给我非常多的温暖和爱。
1	爸爸为了钻钱养家而被公司派到外国去工作。妈妈为了要一家人生活在一起，所以就带着我一起到外国去。	爸爸为了赚钱养家而被公司派到外国去工作。妈妈为了要一家人生活在一起，所以就带着我一起到外国去。
2	国中和高中这个时间都是妈妈在鼓力和陪伴我。当我要放气还是走错路或找不到自己该走的路的时候，她就会在我的旁边替我加油帮着我一起走这段对她来说也不容易的路。	国中和高中这个时间都是妈妈在鼓励和陪伴我。当我要放弃还是走错路或找不到自己该走的路的时候，她就会在我的旁边替我加油帮着我一起走这段对她来说也不容易的路。
5	必近爸爸公司压力也很大，所以一下班回到家不知不觉妈妈的压力又变多了。这么大的成担她也？在肩膀上。重来也不说声「累」。	毕竟爸爸公司压力也很大，所以一下班回到家不知不觉妈妈的压力又变多了。这么大的承担她也扛在肩膀上。从来也不说声「累」。
1	就到了她生病那一天我才看到妈妈老了，为了我们心苦到老。	就到了她生病那一天我才看到妈妈老了，为了我们辛苦到老。
1	为了让她以后可以过好日子我想要找到一份稳定的好工作，钻钱可以让她到处旅游、轻松的环游世界。	为了让她以后可以过好日子我想要找到一份稳定的好工作，赚钱可以让她到处旅游、轻松的环游世界。
1	我希望我们都不是孤单的人。碰到困难的时候我们就有人帮我们，跟我们同感，那让生活更有意息！	我希望我们都不是孤单的人。碰到困难的时候我们就有人帮我们，跟我们同感，那让生活更有意思！
1	那时候王老师叫我们社会学的课，她常常不看到我上课，所以她问班长，然后她知道我家环境了。	那时候王老师教我们社会学的课，她常常不看到我上课，所以她问班长，然后她知道我家环境了。
3	有一天她约我跟他见面，她跟我说很多，「她说我不行不停学习，我碰到困难的时候她跟同学们一定帮我。她还说学习的路很长很多困难，但是它可以帮你变成一个好人，古人说：吃得古中古方为人上人阿」。	有一天她约我跟他见面，她跟我说很多，「她说我不行不停学习，我碰到困难的时候她跟同学们一定帮我。她还说学习的路很长很多困难，但是它可以帮你变成一个好人，古人说：吃得苦中苦方为人上人啊」。
4	然后她告许我努力学习可以拿得到奖学金。奖学金一遍可以帮我专心学习一遍可以帮助妹妹。听她说得后我觉得我是很煳涂的人。	然后她告诉我努力学习可以拿得到奖学金。奖学金一边可以帮我专心学习一边可以帮助妹妹。听她说的后我觉得我是很煳涂的人。
3	我最感谢的人是我父母，因为他们不但给我神明、爱、在加上他们也一直保护我，让我到现在可以过得很快乐、很幸福、也很丰富。	我最感谢的人是我父母，因为他们不但给我生命、爱、再加上他们也一直保护我，让我到现在可以过得很快乐、很幸福、也很丰富。
2	对我来说，我父母是最棒的父母，因为他们可以当我的朋又，我的爱人，也当我的老师。虽然他们有的时候骂我一顿，有的时候不让我做我喜欢的事情，但是他们其实很疼喔。	对我来说，我父母是最棒的父母，因为他们可以当我的朋友，我的爱人，也当我的老师。虽然他们有的时候骂我一顿，有的时候不让我做我喜欢的事情，但是他们其实很疼我。
2	我记得再读大学的时候因为我参加很多社团，每天都很晚才回家。那个时候他们一直不骂我，只有一天跟我说：「如果你真的喜欢参加社团我们绝对不会反对，但是不要忘起上课因为上课对你的未来也是很重要的！」	我记得在读大学的时候因为我参加很多社团，每天都很晚才回家。那个时候他们一直不骂我，只有一天跟我说：「如果你真的喜欢参加社团我们绝对不会反对，但是不要忘记上课因为上课对你的未来也是很重要的！」
1	如果现在我有机会告诉他们一句话，我会大声地对他们说我非常爱你们！！！不管我在哪里我都会给你们祝福，也不会忘起你们对我的爱。	如果现在我有机会告诉他们一句话，我会大声地对他们说我非常爱你们！！！不管我在哪里我都会给你们祝福，也不会忘记你们对我的爱。
1	我最感谢的人是我母亲，因为我很小的时候我父母离婚了所以只有她照顾我和我弟弟，不过我们有妈妈的父母帮他照顾我们。我们是双胞胎所以我们很麻烦照顾。	我最感谢的人是我母亲，因为我很小的时候我父母离婚了所以只有她照顾我和我弟弟，不过我们有妈妈的父母帮她照顾我们。我们是双胞胎所以我们很麻烦照顾。
2	她每天去工作是个小时然后来家照顾我们她一边工作一边照顾，很累死了。有的时候我们要买什么他会让我们买什么，只要我们有好的经济。	她每天去工作十个小时然后来家照顾我们她一边工作一边照顾，很累死了。有的时候我们要买什么她会让我们买什么，只要我们有好的经济。
4	现在我是大人所以我希望找一个好的工作所以我可以照顾她因为现在她很老我是个个所以我应该帮助她做东西。现在她没有人跟他所以我怕她会有孤单的感觉。我回来美国的时候我打算跟她住所以他会轻松一点。	现在我是大人所以我希望找一个好的工作所以我可以照顾她因为现在她很老我是哥哥所以我应该帮助她做东西。现在她没有人跟她所以我怕她会有孤单的感觉。我回来美国的时候我打算跟她住所以她会轻松一点。
1	我长的时候她没有做坏的东西只去工作和照顾我们所以我很感谢她。我也希望她可以找新的先生这样他不会有难过的感觉。	我长的时候她没有做坏的东西只去工作和照顾我们所以我很感谢她。我也希望她可以找新的先生这样她不会有难过的感觉。
1	三月２００４年，我还记得清楚，我高中快毕业了那时候我很烦恼要在那一个大学念。自己想了很久也和爸妈讨论了很久，也还没想到念那里。	三月２００４年，我还记得清楚，我高中快毕业了那时候我很烦恼要在那一个大学念。自己想了很久也和爸妈讨论了很久，也还没想到念哪里。
2	我从以前就希望能留学爸妈也答应了。爸妈就说去新加波念那边公立的大学，试看考到那里奖学金。本来以为自己的资料够了，没想到自己的资料少很多所以没办法考进那里的大学根拿到奖学金了。	我从以前就希望能留学爸妈也答应了。爸妈就说去新加坡念那边公立的大学，试看考到那里奖学金。本来以为自己的资料够了，没想到自己的资料少很多所以没办法考进那里的大学跟拿到奖学金了。
2	在学校办了教育的活动，国外跟国内的大学都有来参加为了找新学生。我就很开心因为国外大学有参加这个活动。活动时，我就一个接着一个传柜问一问找那一个大学我喜欢的。	在学校办了教育的活动，国外跟国内的大学都有来参加为了找新学生。我就很开心因为国外大学有参加这个活动。活动时，我就一个接着一个专柜问一问找哪一个大学我喜欢的。
2	有一天老板给我一个健议，我要不要去德国念书。我的公司的总公司在德国的首都那个城市里有商业研究所。他还说公司可以给我奖学金和生活费用。在加上我还可以在公司工作。他说毕业以后我可以拿到在总公司里工作的机会。	有一天老板给我一个建议，我要不要去德国念书。我的公司的总公司在德国的首都那个城市里有商业研究所。他还说公司可以给我奖学金和生活费用。再加上我还可以在公司工作。他说毕业以后我可以拿到在总公司里工作的机会。
4	他热热心心的帮我的忙。要是我没有他的棒组，还可以在韩国住很无聊的补通的生活。	他热热心心地帮我的忙。要是我没有他的帮助，还可以在韩国住很无聊的普通的生活。
1	高中毕业以后，我当初没考到好大学，让爸爸心理失望。可是他什么话也没说，只叫我把书念好。	高中毕业以后，我当初没考到好大学，让爸爸心里失望。可是他什么话也没说，只叫我把书念好。
1	自从那天，我就知道爸爸看中的新中华兵士我一定要帮他买下来。这样我才能让爸爸合不拢嘴的再笑一次。	自从那天，我就知道爸爸看中的新中华宾士我一定要帮他买下来。这样我才能让爸爸合不拢嘴的再笑一次。
4	第一个原因就是因为它是一个森林神他所以讲帮护环境。虽然现在世界上环境问题是最重要的，可是多半人不停的造成污染。太多人随便的开车、丢他们的东西在森林浪费资源。	第一个原因就是因为它是一个森林神它所以讲保护环境。虽然现在世界上环境问题是最重要的，可是多半人不停地造成污染。太多人随便地开车、丢他们的东西在森林浪费资源。
2	因为文化很难改变，所以我们的最好的希望就是叫我们孩子好的习惯。因为龙猫又可爱又讲环境，所以他渐渐地帮我们教孩子帮护环境。	因为文化很难改变，所以我们的最好的希望就是教我们孩子好的习惯。因为龙猫又可爱又讲环境，所以他渐渐地帮我们教孩子保护环境。
1	第二个原因就是他常常帮别人。我们也常常帮别人的话，我们的世界就是比较安平。	第二个原因就是它常常帮别人。我们也常常帮别人的话，我们的世界就是比较安平。
3	我最感恩的人是我的母亲。友一首歌说「妈妈最伟大」是对的。只有母亲能无建条件的爱着孩子。	我最感恩的人是我的母亲。有一首歌说「妈妈最伟大」是对的。只有母亲能无限条件地爱着孩子。
2	不管我做错什么，她还是爱我。当我做错是的时候，她会生气，可是我的妈妈还是无论如何的爱我。	不管我做错什么，她还是爱我。当我做错事的时候，她会生气，可是我的妈妈还是无论如何地爱我。
1	我的妈妈不只在金钱上帮助我，还有在心理上也帮助我。	我的妈妈不只在金钱上帮助我，还有在心里上也帮助我。
1	这一些年来，我浪费了时间，还是没找到我理想的做，我妈妈一直都有再支持我。	这一些年来，我浪费了时间，还是没找到我理想的做，我妈妈一直都有在支持我。
1	他们从小就跟我解释读书多种要。虽然他们常常唸我，我知道他们是关心我才这样。	他们从小就跟我解释读书多重要。虽然他们常常唸我，我知道他们是关心我才这样。
